title,description,brand,price,currency
1 qt. #PPG1107-4 Demeter Matte Interior Paint and Primer,"Backed by 135 years of coatings expertise, PPG UltraLast Interior Paint and Primer delivers unprecedented washability that sets a new standard for super-premium interior paints. Proprietary Clean Surface Technology is a powerful integration of automotive and industrial coatings technology that delivers easy removal of stains and scuffs, as well as exceptional resistance to color loss and gloss change - in any sheen and paint color. Choose PPG UltraLast to keep walls looking clean and fresh until it is time to change the paint color.",PPG UltraLast,24.85,USD
Arman 28 in. - 48 in. Single Curtain Rod in Satin Nickel with Empire Finial,Easily and effortlessly decorate your corner windows with our new telescoping corner rods. Two 13/16 in. curtain rods attach via corner ball connector that allows for nearly 360° of rotation. These high quality steel rods are accented with decorative finial end pieces.,Rod Desyne,61.43,USD
3 in. x 6 in. Garage Door Composite Material Sample in Clear Cypress Species Primed,These samples are the real composite material and stain that is used on a Clopay Canyon Ridge Collection garage door and can assist you during your design selection process. Either you can't decide between colors or you want to make absolutely sure that your new Clopay garage door will match the exterior of your home. Order a sample today and make sure you select the perfect color and species for your new Clopay garage door.,Clopay,3.54,USD
Backyard Farmer 36.25 in. 4-Tier Metal 2-Open Shelves and 6-Bins Cart in Metallic,"The 4-Tier Cart comes with wheel casters for ease of movement. It has a durable 2-open shelves and 6 bins that offer ample storage capacity. This product measures 36.5 in. L x 13 in. W x 46 in. H. It has a durable metal construction for long-term use. For care and maintenance, simply wipe clean with a dry cloth.",Creative Co-Op,272.59,USD
Reale Navy Stone Navy Wallpaper Sample,"Dark and mysterious, this faux stone wallpaper has beautiful shimmering details. Its rich navy hue and distressed pattern reinforces its moody feel. Real is an unpasted, non-woven wallpaper.",Engblad & Co,10.15,USD
Brass 2-Gang Duplex Outlet Wall Plate (1-Pack),"For over a century, this timeless, switch plate design has been a popular home dcor choice for those looking for a clean, classic look. This design is perfect for adding a touch of refined style to a rustic bungalow or contemporary condo. For a supremely, traditional finish, our Polished Brass is a perfect fit. This finish can highlight the most intricate details within your switch plates. It may go in and out of style frequently, but it is never gone for long. Available in a variety of configuration options including: 1 Toggle, 2 Toggle, 3 Toggle, 1 Duplex (Socket), Double Duplex (Socket), 1 Toggle / 1 Duplex (Socket), 1 Duplex (Socket) / 1 Rocker, 1 Rocker, 2 Rocker, 3 Rocker, 1 Toggle / 1 Rocker and Blank.",Nostalgic Warehouse,25.73,USD
8 oz. #M120-5 Rosy Satin Enamel Interior/Exterior Paint & Primer Sample,"With exceptional performance, BEHR MARQUEE Paint and Primer offers beauty and protection, inside and out. Before delving into a painting project, preview the color with the BEHR MARQUEE 8 oz. Sample. This sample can be used on interior or exterior surfaces and covers up to 16 sq. ft.",BEHR MARQUEE,4.57,USD
1-Light Vintage Edison Matte Black Plug-In Mini Pendant,"Globe Electric's Edison Collection is all about great design and simple minimalism. With exposed sockets and woven fabric cords, these pendants can transform your space into the super stylish and trendy home you've always wanted. These pendants work well alone or as a group - you can change them at any time to suit any mood. Buy a few that look the same or buy ones with different cord colors or socket finishes to create a multitude of different looks. You are going to have so much fun decorating with these. And let's not forget how different you can change the look of the pendant by simply changing the bulb. Add a vintage-type bulb to achieve a classic look or try out an oversized designer bulb - the bigger the better!",Globe Electric,32.51,USD
Apollo 7 Carbon 9 ft. 4 in.  x 13 ft. 2 in.  Distressed Patterned Indoor Area Rug,The Addison Rugs Apollo Collection features subtle bi-level extremely soft plush pile. Casual to transitional designs combined with the high-low texture makes Apollo area rugs the perfect accent for any room. Durable polypropylene and shrink polyester yarns are family and pet friendly. Vacuum regularly with straight suction vacuum. Spot clean with mild soap and water. Never pull loose rug yarns; always trim with scissors.,Addison Rugs,584.54,USD
1 gal. #HDPWN48 Toasted White Flat Exterior Paint,"Glidden Essentials exterior paint is a budget-friendly solution for use on a variety of exterior surfaces. It offers good coverage, can be tinted and is 100% acrylic - all backed by a 15-years warranty. For more than 140-years, painters have trusted Glidden and Glidden paints to help them achieve smart, beautiful results and Glidden Essentials paint delivers on this tradition with a quality finish at an exceptional value.",Glidden Essentials,18.98,USD
"16-1/8"" X 69""Timbercraft Rustic Wood Three 5-3/8""Joined Board and Batten Shutters with Z-Bar Rough Sawn Cedar(pair)","Because the exterior of your home is the first thing you and your visitors see, make your home stand out by adding the architectural appeal of our board-and-batten shutters. Dramatically increase curb appeal with our inexpensive assortment of rustic cedar shutters. With a variety of styles to choose from, including joined boards, spaced boards, framed boards and even the popular Z-Bar shutter, we are sure to have the perfect shutter for your home.",Ekena Millwork,233.87,USD
Redi Trench 34 in. x 60 in. Barrier Free Shower Base with Back Drain and Polished Chrome Trench Grate,"Redi Trench Barrier Free shower bases are the industry's only one-piece, tileable shower pans with an integrated barrier free entrance, trench drain and designer trench grate tops. All models offer the top-quality features you expect from Tile Ready brand shower pans. Tile Redi shower bases comply with all national and local plumbing codes and are UL listed.",Tile Redi,850,USD
Genki Denim Distressed Vinyl Wallpaper Roll,"Accentuate your interiors with this irresistible blue wallpaper. The mottled denim blues are layered with raised inks that add textural dimension to the print. Genki is an unpasted, vinyl on non woven wallpaper.",Advantage,40,USD
Solid Shag Navy Blue 8 ft. x 10 ft. Area Rug,"Modern and retro, trendy and comfortable, sophisticated and fun - our Solid Shag Collection embraces the best of life. Brighten up any room with a pop of color and delightfully plush texture that guarantees you'll want to kick off your shoes and enjoy. And why not? Go ahead, treat yourself (and your feet).",Unique Loom,188.98,USD
5 gal. #290E-2 Oat Cake Flat Exterior Paint & Primer,"For a classic, cultivated look on your home's exterior walls, choose BEHR MARQUEE Flat Exterior paint. Featuring the most advanced dirt and fade technology available from BEHR that keeps your home looking freshly painted longer. This gorgeous low-lustre sheen minimizes minor surface imperfections to bring out the best in wood and vinyl siding as well as brick, stucco and other masonry.",BEHR MARQUEE,244,USD
5 gal. #210B-6 Aurora Orange Semi-Gloss Enamel Exterior Paint & Primer,"BEHR ULTRA Exterior Paint & Primer delivers excellent durability and stain-blocking properties. Paint with peace of mind, BEHR ULTRA Exterior Paint resists rain in as little as 60 minutes after application. This radiant semi-gloss enamel sheen creates a sleek appearance on your home’s exterior accents, and is ideal for trim, shutters and doors, including garage doors, as well as windows and outdoor furniture.*A PRIMER COAT MAY BE NEEDED ON SOME SURFACES. SEE BACK LABEL FOR DETAILS.",BEHR ULTRA,220,USD
June 26.5 in. 3-Light Metal Chrome Vanity Light,"This dynamic design features a metal cone shade that conceals the top half of the bulb perfect for a polished industrial look. In a shiny chrome finish, this sconce is perfectly at home above a bathroom mirror or as extra lighting in kitchens, where your hardware truly shines. Also available in other single and multi-light configurations, the geometric shape adds elegant interest to any space.",JONATHAN Y,76.41,USD
5 gal. #BNC-28 Nostalgic Evening Semi-Gloss Enamel Exterior Paint & Primer,"BEHR PREMIUM PLUS Exterior Paint & Primer is a 100% Acrylic, low VOC formula designed for a long-lasting finish that resists moisture, fading & stains and provides a mildew and corrosion resistant finish. It delivers exceptional hide and excellent touch-up while also providing comprehensive all-climate protection.",BEHR PREMIUM PLUS,183,USD
